VIDEO TITLE,year,X PERCH1,X PERCH2,X PERCH3,X PERCH4,X PERCH5,X PERCH6,X PERCH7,X PERCH8,perch1P,perch2P,perch3P,perch4P,perch5P, perch6P, perch7P, perch8P, perch1M, perch2M, perch3M, perch4M, perch5M, perch6M, perch7M, perch8M
HE21345_010721_21JJ26_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21348_020721_21KR20_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21354_050721_21KR44_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21359_100721_21OW7_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21368_140721_Kodderviken_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21368_140721_Kodderviken_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
K1032348_070721_21NB28_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
K1032348_070721_21NB28_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
SWHE21335_140721_KoddervikenPuhdistamo_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21352_030721_21EK25_extra-exploration_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010723_HJ24402_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_02072023_HK23142_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_02072023_HK23143_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_02072023_HK23144_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_02072023_HK23145_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_04072023_HK23146_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_04072023_HK23147_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23148_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23149_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23150_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23151_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_06072023_HK23154_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_06072023_K1032715_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060723_HJ24403_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_07072023_HK23155_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_07072023_HK23156_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_08072023_HK23157_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_07072023_HK23158_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_07072023_HK23159_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_10072023_HK23162_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_11072023_HK23165_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_13062023_HE21304_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_16062023_HK23105_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_22062023_HK23123_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_22062023_HK23125_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_25062023_HK23129_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_26062023_HK23131_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_28062023_HK23135_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_30062023_HK23138_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_30062023_HK23139_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010723_HJ24402_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_02072023_HK23142_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23148_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23149_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23151_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_07072023_HK23155_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_08072023_HK23157_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_07072023_HK23159_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_10072023_HK23162_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_11072023_HK23165_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_22062023_HK23125_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_26062023_HK23131_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_30062023_HK23139_extra-exploration_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_26062023_HK23102_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
